age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
26,Private,793722990,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-350159832,-915180598,37,Nicaragua
27,Private,540503129,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-197936522,-733902142,42,Nicaragua
26,Private,822618209,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-761617846,-963029217,36,Nicaragua
26,Private,953162312,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-951301304,-631021333,36,Nicaragua
28,Private,675369899,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-237304888,-286740710,40,Nicaragua
28,Private,8321111,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-134539469,-260133954,41,Nicaragua
26,Private,800911008,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-618179945,-951036216,42,Nicaragua
25,Private,102077900,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-378099365,-766346392,42,Nicaragua
26,Private,4697176,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-48277477,-485369869,37,Nicaragua
27,Private,530703398,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-970392575,-240351471,38,Nicaragua
27,Private,895655540,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-389384380,-328386161,37,Nicaragua
25,Private,415117424,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-147214946,-475806221,38,Nicaragua
28,Private,299082419,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-409677033,-551027466,38,Nicaragua
25,Private,274968593,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-450332272,-113441078,42,Nicaragua
25,Private,679386203,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-915188019,-324985894,38,Nicaragua
26,Private,717695039,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-575109643,-192567155,39,Nicaragua
28,Private,638312423,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-224708962,-592057423,39,Nicaragua
25,Private,119517493,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-425125425,-813308785,42,Nicaragua
28,Private,700940218,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-265297379,-404786247,36,Nicaragua
26,Private,495901329,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-84697027,-780508498,39,Nicaragua
26,Private,134538258,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-917578333,-932833229,38,Nicaragua
25,Private,554897623,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-982331138,-698186804,39,Nicaragua
28,Private,634612605,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-119276610,-656707011,39,Nicaragua
26,Private,959217347,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-37661340,-248035725,39,Nicaragua
27,Private,980514053,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-715457816,-653291944,42,Nicaragua
26,Private,235248523,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-674655773,-109125283,42,Nicaragua
26,Private,529635179,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-257678634,-784372342,40,Nicaragua
27,Private,653507808,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-974989440,-758627569,38,Nicaragua
26,Private,177550689,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-844557721,-652983916,42,Nicaragua
25,Private,60812933,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-438508022,-749397831,41,Nicaragua
27,Private,783866900,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-365089323,-561613069,42,Nicaragua
26,Private,949944415,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-5293673,-410977809,40,Nicaragua
26,Private,814675134,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-328404683,-97444646,37,Nicaragua
28,Private,470380686,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-814819803,-828803126,39,Nicaragua
26,Private,102071930,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-572851733,-347076872,38,Nicaragua
28,Private,779591029,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-487265576,-65344864,39,Nicaragua
25,Private,36033598,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-61972116,-40224005,41,Nicaragua
25,Private,293790316,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-958920718,-948751379,37,Nicaragua
27,Private,65715404,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-15394362,-544881460,37,Nicaragua
27,Private,790196878,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-687428613,-952486261,36,Nicaragua
28,Private,111776219,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-364433636,-222481679,36,Nicaragua
28,Private,449386735,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-792978506,-22856620,38,Nicaragua
26,Private,394245705,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-769448608,-583389728,37,Nicaragua
25,Private,290133475,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-887929114,-585220459,42,Nicaragua
25,Private,1430760,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-888905373,-491831865,37,Nicaragua
26,Private,29440024,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-666904306,-589864788,39,Nicaragua
27,Private,780624570,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-532767922,-158795003,39,Nicaragua
26,Private,229170863,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-677508075,-402535125,37,Nicaragua
28,Private,479966357,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-136723257,-316740594,38,Nicaragua
25,Private,743994854,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-669262736,-753131929,42,Nicaragua
26,Private,48757617,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-505230084,-539229688,42,Nicaragua
27,Private,150622172,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-396402654,-952625908,38,Nicaragua
25,Private,20755812,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-81172578,-910179073,36,Nicaragua
28,Private,188482639,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-183438418,-968716440,37,Nicaragua
25,Private,706320962,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-524495783,-758360721,36,Nicaragua
27,Private,230866561,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-409801901,-312530902,41,Nicaragua
26,Private,4938396,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-719331865,-146629231,39,Nicaragua
27,Private,457930632,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-837255765,-103294919,41,Nicaragua
28,Private,855520146,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-708865375,-745736127,37,Nicaragua
28,Private,557022984,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-31734129,-396574620,42,Nicaragua
28,Private,79627837,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-638462258,-265859571,41,Nicaragua
25,Private,318534035,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-451824613,-200785252,36,Nicaragua
27,Private,296582165,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-484598485,-585973271,40,Nicaragua
26,Private,823310918,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-921891248,-138119303,36,Nicaragua
27,Private,346608014,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-616663478,-980965824,40,Nicaragua
25,Private,659224239,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-274813342,-154760083,40,Nicaragua
26,Private,825984771,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-682845370,-875822903,42,Nicaragua
25,Private,593910946,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-763718444,-873973465,41,Nicaragua
25,Private,670291120,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-306901383,-939771905,37,Nicaragua
28,Private,507390229,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-878647519,-8224002,37,Nicaragua
25,Private,924181038,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-983420123,-446640793,42,Nicaragua
27,Private,388296003,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-873089441,-427307298,42,Nicaragua
25,Private,880403978,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-584951572,-463798764,37,Nicaragua
27,Private,182514933,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-726811552,-278386698,36,Nicaragua
26,Private,594647861,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-867970787,-705244355,38,Nicaragua
27,Private,976713614,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-163750975,-810233950,36,Nicaragua
25,Private,595793800,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-843738771,-768719106,41,Nicaragua
28,Private,839062628,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-746334327,-380314402,40,Nicaragua
25,Private,553629213,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-474741023,-248335868,40,Nicaragua
27,Private,763155428,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-433059596,-241576599,41,Nicaragua
28,Private,149952808,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-580725683,-75771900,39,Nicaragua
28,Private,12665351,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-964830027,-203970222,38,Nicaragua
27,Private,428122713,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-592036692,-60524266,36,Nicaragua
28,Private,657479621,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-604990942,-839985958,40,Nicaragua
26,Private,149542530,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-640347998,-38448895,37,Nicaragua
25,Private,682038368,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-800457089,-80089588,42,Nicaragua
28,Private,912600048,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-756234623,-787852267,38,Nicaragua
26,Private,880019446,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-266501720,-355564306,42,Nicaragua
27,Private,379175606,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-586997209,-482979720,36,Nicaragua
27,Private,652844613,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-268860659,-466056691,41,Nicaragua
28,Private,570018947,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-555614132,-895384743,41,Nicaragua
28,Private,699549621,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-134423477,-138799189,41,Nicaragua
27,Private,100040652,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-996754225,-795602320,39,Nicaragua
27,Private,455914788,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-976859800,-789654121,42,Nicaragua
28,Private,377267969,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-195010721,-280686363,42,Nicaragua
28,Private,628815117,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-605368296,-373340237,38,Nicaragua
26,Private,608818575,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-428598613,-419009735,38,Nicaragua
26,Private,10387979,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-398222475,-424214010,42,Nicaragua
27,Private,467745633,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-932317272,-803257518,38,Nicaragua
26,Private,362811990,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-605891204,-231081021,36,Nicaragua
26,Private,163037203,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-692203050,-315436876,36,Nicaragua
26,Private,23879675,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-45097213,-272739891,37,Nicaragua
25,Private,99102865,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-527117951,-246494281,40,Nicaragua
28,Private,343947595,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-721885364,-521947581,37,Nicaragua
28,Private,185927305,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-521131109,-477986898,36,Nicaragua
26,Private,454810258,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-740558967,-954826814,36,Nicaragua
26,Private,90021300,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-40663237,-347479798,40,Nicaragua
26,Private,883635660,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-889307417,-765968020,37,Nicaragua
25,Private,294913543,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-687311334,-235195274,38,Nicaragua
28,Private,772719095,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-98353997,-894775215,42,Nicaragua
27,Private,982370174,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-645156081,-46999405,40,Nicaragua
25,Private,410241239,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-862205830,-58718849,38,Nicaragua
25,Private,552986754,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-574836564,-903021963,41,Nicaragua
28,Private,743013069,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-383240983,-597441678,39,Nicaragua
27,Private,165476543,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-918186380,-746744137,39,Nicaragua
25,Private,106844367,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-148062921,-625002691,40,Nicaragua
27,Private,735181857,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-260184438,-703966683,41,Nicaragua
26,Private,835238923,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-595143173,-889005709,41,Nicaragua
25,Private,772398049,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-956837165,-793186156,40,Nicaragua
28,Private,408594798,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-879344108,-767090596,42,Nicaragua
27,Private,385018990,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-735458972,-822167755,41,Nicaragua
27,Private,179654485,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-349301899,-586431435,36,Nicaragua
26,Private,185393145,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-754739899,-121000703,40,Nicaragua
25,Private,851364077,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-425690008,-125423518,41,Nicaragua
26,Private,534960476,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-469147163,-280057374,37,Nicaragua
26,Private,244945988,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-703855746,-838745690,36,Nicaragua
28,Private,74498677,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-996922126,-222640094,38,Nicaragua
27,Private,282362964,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-509389827,-548437315,39,Nicaragua
26,Private,536659746,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-174537851,-565436249,38,Nicaragua
25,Private,125836920,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-817496409,-47748823,36,Nicaragua
26,Private,834333134,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-46790088,-853285910,37,Nicaragua
26,Private,554504752,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-40187971,-792282429,37,Nicaragua
26,Private,874344312,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-969945284,-619865898,36,Nicaragua
25,Private,916864867,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-998338424,-84574126,40,Nicaragua
25,Private,465120028,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-29049551,-599548141,39,Nicaragua
27,Private,660514337,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-812760194,-160314226,42,Nicaragua
25,Private,818343833,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-183086629,-258384230,38,Nicaragua
26,Private,839243217,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-847122175,-171253699,42,Nicaragua
27,Private,341517434,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-440846395,-949893234,42,Nicaragua
26,Private,57284992,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-205539313,-342440738,40,Nicaragua
25,Private,750887904,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-362679631,-206363399,41,Nicaragua
25,Private,210795963,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-76212432,-468972480,39,Nicaragua
26,Private,639085104,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-246037965,-997691225,39,Nicaragua
28,Private,280782470,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-719102322,-121868129,36,Nicaragua
26,Private,458369274,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-202116975,-565940468,37,Nicaragua
28,Private,632355600,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-503259607,-607072006,37,Nicaragua
28,Private,647731169,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-680842037,-586062312,41,Nicaragua
27,Private,461206101,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-697098205,-340047686,40,Nicaragua
27,Private,73035659,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-527213852,-386079913,42,Nicaragua
27,Private,342843747,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-444204393,-822764227,36,Nicaragua
27,Private,986186261,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-153988545,-416337267,36,Nicaragua
28,Private,449741629,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-710335420,-107510941,41,Nicaragua
27,Private,277896081,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-8187719,-547131719,39,Nicaragua
28,Private,660063020,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-827712174,-697519255,38,Nicaragua
28,Private,714562464,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-633662826,-265276470,41,Nicaragua
26,Private,894314595,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-438178485,-850484130,41,Nicaragua
27,Private,509031354,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-274892448,-92912281,38,Nicaragua
26,Private,189655580,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-352925224,-657637042,40,Nicaragua
26,Private,464473909,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-559947867,-741461356,36,Nicaragua
28,Private,91903464,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-675119650,-332509053,36,Nicaragua
27,Private,733118854,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-337087235,-694966869,36,Nicaragua
28,Private,326680147,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-194990095,-802189850,37,Nicaragua
28,Private,939743866,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-139365638,-248752679,37,Nicaragua
28,Private,667914905,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-870636602,-128836881,37,Nicaragua
28,Private,138824992,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-719459742,-716478799,37,Nicaragua
27,Private,914405857,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-89668900,-258448532,37,Nicaragua
28,Private,546056855,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-298605671,-417619533,40,Nicaragua
27,Private,255254376,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-692285713,-374520884,36,Nicaragua
26,Private,718051611,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-23867117,-480502869,38,Nicaragua
26,Private,685489988,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-455522480,-976772383,39,Nicaragua
26,Private,700860927,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-124888359,-37550030,40,Nicaragua
26,Private,444052953,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-823537577,-152687077,41,Nicaragua
26,Private,856641717,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-455449092,-295342789,39,Nicaragua
26,Private,632275303,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-187015173,-665888221,41,Nicaragua
25,Private,402945804,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-87323964,-45545400,42,Nicaragua
26,Private,843353899,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-63908439,-21794068,36,Nicaragua
27,Private,996746327,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-235329252,-766825185,41,Nicaragua
25,Private,480710440,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-373769514,-300165382,37,Nicaragua
27,Private,633868605,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-710678533,-694617835,37,Nicaragua
26,Private,586043330,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-637462316,-590016983,38,Nicaragua
25,Private,657506034,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-183940228,-709295164,42,Nicaragua
27,Private,167864266,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-633999261,-992492956,36,Nicaragua
26,Private,454570412,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-202485494,-865697372,41,Nicaragua
25,Private,699952116,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-225660535,-395086832,36,Nicaragua
25,Private,390183322,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-549397806,-1388953,38,Nicaragua
25,Private,945911995,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-973597346,-577199019,38,Nicaragua
27,Private,877758943,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-67094924,-710360644,42,Nicaragua
27,Private,69824793,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-61549192,-862002272,40,Nicaragua
28,Private,249586735,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-729366603,-523822148,42,Nicaragua
25,Private,663519874,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-888154683,-289122095,41,Nicaragua
27,Private,176519413,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-844273621,-576503956,39,Nicaragua
27,Private,243805657,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-704919617,-313836032,41,Nicaragua
27,Private,1445046,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-7953429,-976232354,42,Nicaragua
25,Private,516555116,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-894028607,-316603086,41,Nicaragua
25,Private,976668698,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-679537083,-681673124,38,Nicaragua
26,Private,177996924,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-790017685,-948580767,38,Nicaragua
27,Private,763136753,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-646660679,-676253248,41,Nicaragua
27,Private,832153306,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-93894399,-178767954,42,Nicaragua
26,Private,394791645,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-678452838,-764777033,41,Nicaragua
27,Private,801428747,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-508740293,-778040690,42,Nicaragua
26,Private,144078152,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-430133171,-120929872,42,Nicaragua
25,Private,326026927,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-846473772,-692133767,39,Nicaragua
26,Private,67703057,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-489967846,-947192818,37,Nicaragua
25,Private,87002401,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-225372554,-901169204,36,Nicaragua
26,Private,652326439,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-253264032,-176871420,38,Nicaragua
25,Private,26540686,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-853135590,-934838203,42,Nicaragua
26,Private,823159621,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-446838508,-461057407,39,Nicaragua
28,Private,43638426,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-907243496,-576611392,38,Nicaragua
27,Private,737849457,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-412452127,-742547646,38,Nicaragua
28,Private,201625811,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-495819075,-461207717,41,Nicaragua
27,Private,464785600,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-690834060,-632095096,38,Nicaragua
25,Private,625481553,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-791619700,-351321875,41,Nicaragua
28,Private,119084752,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-240265206,-914017519,38,Nicaragua
25,Private,162450009,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-824652682,-956061736,41,Nicaragua
25,Private,398625684,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-300834167,-9610023,41,Nicaragua
25,Private,653608405,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-820430985,-551269805,42,Nicaragua
26,Private,183799374,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-47019944,-24402857,42,Nicaragua
28,Private,192460556,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-382840564,-779201741,39,Nicaragua
27,Private,946590455,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-710915088,-748085732,41,Nicaragua
25,Private,566506474,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-254080452,-449090387,38,Nicaragua
28,Private,371159057,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-289463958,-535857579,36,Nicaragua
27,Private,930972023,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-398438779,-627967157,39,Nicaragua
27,Private,260331095,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-581341986,-741427419,41,Nicaragua
25,Private,826645806,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-651470875,-438776071,37,Nicaragua
26,Private,754645573,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-729301993,-867723926,39,Nicaragua
25,Private,314885258,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-549537101,-435903998,40,Nicaragua
27,Private,844317878,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-933920486,-637675723,36,Nicaragua
25,Private,212433062,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-401854042,-105487130,41,Nicaragua
27,Private,778207735,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-828038857,-160163468,42,Nicaragua
25,Private,470060858,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-169958924,-523907513,41,Nicaragua
28,Private,474768348,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-940513035,-659946818,37,Nicaragua
26,Private,585853318,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-536099456,-804513191,38,Nicaragua
27,Private,27175669,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-785906726,-107657173,36,Nicaragua
26,Private,207142130,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-895348703,-577265317,39,Nicaragua
25,Private,77976581,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-865307356,-348454722,42,Nicaragua
25,Private,320531725,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-656182905,-639240760,37,Nicaragua
25,Private,357496827,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-657740633,-735192417,42,Nicaragua
27,Private,418806885,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-794608758,-198875175,42,Nicaragua
25,Private,929680543,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-300576687,-900168790,41,Nicaragua
25,Private,51049693,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-884673032,-540167231,40,Nicaragua
